,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2223,0,0,0,0,21,1,1,2,0,1,0,0,0,1,0,1,0,1396,2273,1
2225,1,0,0,0,27,0,2,1,0,1,0,0,1,0,1,1,0,531,566,0
2226,0,0,1,1,16,0,2,1,1,0,0,1,0,0,2,0,1,487,6078,0
2227,1,0,1,1,54,1,0,0,2,2,2,2,2,2,1,1,0,324,208,0
2228,0,1,1,0,68,1,1,2,0,1,0,1,1,1,2,1,2,83,5694,0
2229,1,0,1,0,34,1,0,2,0,0,0,0,0,0,0,0,0,1029,2541,0
2230,1,0,1,1,40,1,0,0,2,2,2,2,2,2,2,0,1,340,6387,0
2232,1,0,1,1,30,1,0,0,2,2,2,2,2,2,2,0,3,322,5792,0
2233,1,0,0,0,50,1,0,1,1,1,0,1,1,0,0,1,1,1017,3322,0
2234,1,0,1,1,16,1,1,1,0,1,0,1,0,0,2,0,1,841,759,0
2235,0,0,1,1,36,1,1,1,1,1,1,0,1,0,1,1,3,1171,2796,0
2236,1,1,0,0,45,1,0,2,0,0,0,0,0,0,0,1,1,1047,3199,0
2237,1,0,1,1,20,0,2,1,0,1,1,0,0,1,1,1,3,626,450,0
2239,0,0,1,1,64,0,2,1,1,0,0,1,0,0,2,0,3,507,2197,0
2240,0,1,1,1,70,1,1,1,1,1,1,1,1,1,2,1,3,1388,5185,0
2241,0,0,1,1,52,1,1,0,2,2,2,2,2,2,2,1,3,395,863,0
2242,1,0,1,1,39,1,1,0,2,2,2,2,2,2,1,0,0,393,32,0
2243,0,1,1,0,63,1,1,2,0,1,0,0,1,1,0,1,0,16,5312,0
2244,0,0,0,0,28,1,1,1,1,1,0,1,0,0,1,1,1,920,1716,1
2245,0,0,1,0,66,1,1,2,0,0,1,1,1,1,2,0,2,101,5639,0
2247,0,0,0,0,35,1,0,0,2,2,2,2,2,2,2,0,3,326,6134,0
2248,1,0,1,1,24,1,1,1,1,0,0,0,0,0,0,1,2,752,1040,0
2252,0,0,1,1,61,1,0,0,2,2,2,2,2,2,1,0,2,329,609,0
2253,1,1,1,0,70,1,0,1,1,1,1,1,1,0,2,0,2,1099,4472,0
2254,1,1,1,0,70,1,1,2,1,1,1,1,0,0,2,1,2,1454,5340,0
2257,0,0,0,0,57,1,1,1,0,0,1,1,1,1,1,0,3,1215,4087,0
2258,1,0,0,0,52,1,0,1,1,0,1,0,0,0,1,0,1,724,2618,0
2259,0,0,0,0,71,1,0,0,2,2,2,2,2,2,2,0,1,350,1069,0
2260,0,0,0,0,23,1,0,2,0,0,1,1,0,0,0,0,3,1206,1788,1
2261,0,0,1,0,44,1,1,1,0,0,0,0,0,0,0,1,3,719,2235,0
2263,0,0,0,0,56,1,0,2,1,1,1,1,0,1,0,1,2,1549,4685,1
2264,1,0,0,0,68,1,1,2,1,1,1,1,1,1,2,1,2,263,5874,0
2266,1,1,1,0,48,1,0,2,1,0,1,1,1,1,1,1,2,83,4549,0
2267,0,0,1,0,70,1,1,2,1,1,1,1,1,1,2,1,3,244,6073,0
2268,0,0,0,0,35,1,0,0,2,2,2,2,2,2,2,1,2,345,6119,0
2270,0,1,0,0,23,1,0,2,0,0,1,0,1,0,0,1,0,1336,1830,1
2271,0,1,0,0,35,1,0,2,0,0,0,0,1,1,0,1,0,1428,3168,0
2273,1,0,1,0,24,1,0,0,2,2,2,2,2,2,1,0,3,329,4753,0
2274,1,0,1,1,16,1,0,2,1,0,0,1,1,1,0,1,0,1582,1967,1
2276,0,1,1,0,39,1,1,2,0,0,1,1,1,1,0,0,0,77,3809,0
2277,1,0,0,0,62,1,1,2,0,1,1,1,1,1,0,1,0,172,5472,1
2278,0,1,0,0,67,1,0,1,1,0,0,0,0,0,0,1,0,646,2946,0
2279,1,1,0,0,70,1,1,0,2,2,2,2,2,2,2,1,3,398,1324,0
2280,0,1,0,0,71,1,1,2,0,0,0,1,1,1,0,1,3,3,6340,0
2282,1,1,1,1,63,1,1,2,0,0,1,0,1,1,0,1,3,1575,5391,1
2284,1,0,0,1,23,1,0,1,1,0,1,0,0,0,0,0,1,781,1019,0
2285,1,0,1,0,49,1,1,2,1,0,1,0,0,1,0,0,0,1470,4258,1
2286,1,1,1,0,71,1,0,1,0,0,1,1,0,1,0,1,3,920,4788,0
2287,1,1,1,0,66,1,1,2,0,1,1,1,1,1,2,1,2,158,5676,1
2288,0,0,0,0,45,1,0,2,0,1,0,0,1,0,0,1,1,1305,3592,0
2289,0,0,1,1,70,1,1,2,1,0,1,1,1,1,2,0,1,141,5813,0
2291,0,0,0,0,34,1,1,2,0,0,0,0,1,0,0,1,0,1312,2791,1
2292,0,0,1,1,50,1,1,1,1,1,1,1,1,1,2,0,3,1423,4201,0
2293,1,0,1,0,70,1,1,1,0,1,1,1,1,1,2,0,2,1318,5019,0
2297,0,0,1,0,50,1,1,2,0,1,1,1,1,1,1,0,0,195,4833,1
2298,1,0,1,1,66,1,1,2,0,0,1,0,0,0,2,1,3,1188,4504,0
2299,0,0,0,0,43,1,0,1,1,1,0,0,0,0,2,0,3,773,2276,0
2300,0,0,1,1,43,1,1,2,1,1,0,0,1,1,1,1,3,60,4267,1
2301,0,0,1,0,71,1,1,2,0,0,0,1,0,1,0,1,0,1402,5743,0
2302,1,0,1,1,69,1,1,1,1,1,1,1,1,1,2,1,1,1422,5257,0
2304,1,0,1,0,64,1,0,2,1,1,0,0,1,1,1,1,3,18,5339,0
2305,1,0,1,1,28,1,1,2,0,1,0,0,1,1,0,1,2,1540,2955,0
2306,0,0,0,0,23,1,0,2,0,0,0,0,0,0,0,1,0,1016,1596,0
2307,0,0,1,1,72,1,0,1,0,1,0,1,1,0,1,1,1,944,4863,0
2308,1,0,1,1,69,1,0,2,1,1,1,0,1,1,1,1,2,87,5657,0
2309,1,0,0,0,53,1,1,2,0,0,0,1,1,0,2,1,3,1406,4380,0
2310,1,0,0,0,70,0,2,1,1,1,1,1,1,1,2,1,2,906,3791,0
2311,0,1,1,1,43,1,0,2,1,0,1,1,1,1,0,1,0,84,4286,0
2313,1,0,1,1,38,1,1,2,0,0,1,1,1,1,1,1,3,80,3779,0
2314,0,0,1,1,70,1,1,1,1,1,1,1,1,1,2,1,2,1457,5307,0
2315,1,0,1,1,29,1,1,1,0,0,0,1,1,1,1,1,2,1080,2317,0
2316,1,0,0,0,34,1,0,0,2,2,2,2,2,2,0,0,1,347,5663,0
2317,0,0,1,1,44,1,1,0,2,2,2,2,2,2,2,0,1,401,386,0
2318,0,0,1,1,69,1,1,2,1,1,1,0,1,0,2,0,2,10,5534,0
2320,1,0,1,1,60,1,1,1,1,1,1,1,1,1,2,1,3,1385,4631,0
2321,0,1,0,0,62,1,1,2,0,1,1,0,1,0,0,1,2,1501,5053,0
2322,0,0,0,1,44,1,0,0,2,2,2,2,2,2,2,0,3,342,52,0
2323,0,0,0,0,22,1,1,2,0,0,1,0,1,1,0,1,3,1558,2535,1
2325,0,0,1,1,34,1,0,0,2,2,2,2,2,2,0,1,0,332,6103,0
2326,0,0,1,0,70,1,1,2,0,1,1,1,1,1,1,0,3,172,5903,0
2327,0,1,1,0,19,1,0,2,0,0,1,0,1,0,0,1,3,1313,1691,0
2328,0,1,1,0,29,1,1,2,0,0,1,0,1,1,0,0,2,39,2988,0
2329,0,0,0,0,53,1,1,2,0,1,0,1,0,1,1,0,0,1486,4541,0
2330,1,0,1,1,21,1,1,1,0,1,0,0,0,1,0,0,0,920,1351,0
2331,0,0,1,0,18,1,1,0,2,2,2,2,2,2,1,1,1,426,5684,0
2332,0,0,1,0,42,1,0,1,1,0,1,0,1,0,1,1,3,952,2624,0
2333,0,0,1,1,53,1,1,1,1,1,0,1,0,0,0,0,2,936,3177,0
2335,1,0,0,0,45,1,0,1,1,0,1,0,0,0,0,1,1,779,2381,0
2337,0,1,0,0,52,1,1,2,0,1,1,0,1,1,1,1,2,89,4578,1
2338,1,0,1,1,70,1,0,0,2,2,2,2,2,2,2,0,2,332,588,0
2339,0,1,0,0,14,1,1,2,0,0,0,0,1,1,0,1,0,1477,1578,1
2340,0,0,1,1,43,0,2,1,1,0,1,0,0,1,1,0,3,609,1817,0
2341,0,0,1,0,65,1,1,2,1,1,1,1,1,1,2,0,2,262,5931,0
2342,0,0,0,0,24,1,1,2,1,0,0,1,1,1,0,0,2,122,2797,0
2343,0,0,1,0,23,1,0,1,0,0,0,0,0,0,0,1,1,631,547,0
2345,0,0,0,1,34,1,0,0,2,2,2,2,2,2,0,1,2,334,6211,0
2346,0,0,1,1,69,1,1,2,0,1,1,0,0,1,2,1,3,1507,5408,0
2347,1,0,1,1,71,1,1,0,2,2,2,2,2,2,1,0,1,384,1662,0
2348,1,0,1,1,58,0,2,1,1,0,1,0,0,0,0,0,2,474,1744,0
2349,1,0,1,1,70,1,1,2,0,1,1,1,0,0,2,0,2,1406,5244,0
2350,0,0,0,0,45,1,1,2,0,0,0,0,1,0,0,1,0,1279,3619,0
2351,0,0,0,0,44,1,0,1,1,1,1,1,0,0,2,0,2,971,2871,0
2352,1,0,0,0,71,1,0,0,2,2,2,2,2,2,0,1,2,327,1173,0
2353,1,0,0,0,23,1,0,2,0,0,0,0,0,1,0,1,0,1211,2183,0
2354,1,0,1,1,72,1,0,0,2,2,2,2,2,2,2,0,1,325,1572,0
2355,1,0,1,1,64,1,0,1,1,1,0,0,0,0,2,1,2,747,3284,0
2356,1,0,0,0,41,1,0,1,0,0,0,0,0,0,0,1,3,613,1688,0
2357,0,0,1,0,64,1,1,1,1,1,1,0,0,1,1,0,1,1113,4283,0
2358,0,0,1,0,51,1,0,0,2,2,2,2,2,2,1,0,0,327,272,0
2359,1,0,1,0,27,1,1,1,1,1,1,0,1,0,0,1,2,1067,2097,0
2360,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,0,3,334,482,0
2362,1,0,1,1,44,0,2,1,1,0,0,0,0,1,0,1,0,533,1393,0
2368,0,0,1,0,70,1,1,2,1,1,1,1,1,1,2,1,3,292,6219,0
2369,1,0,0,0,61,1,1,2,1,0,1,1,0,1,2,0,3,1570,5234,0
2370,1,0,1,0,66,1,1,2,1,1,1,1,1,1,2,1,2,228,5922,0
2372,1,0,1,1,69,1,1,1,1,1,1,1,1,1,2,0,3,1403,5080,0
2373,0,0,1,1,63,1,0,1,0,0,0,1,0,0,1,1,3,668,2831,0
2375,0,1,1,0,69,1,0,2,1,1,1,1,1,1,2,1,2,182,5979,0
2377,1,0,0,1,42,1,0,1,1,1,0,0,0,0,0,1,0,769,2302,0
2378,0,0,1,0,29,1,0,2,0,0,0,0,0,0,0,1,0,1025,2060,1
2379,1,1,1,0,26,1,1,2,0,1,1,0,1,1,0,0,2,121,3052,1
2380,1,0,1,1,57,1,1,2,0,1,0,1,1,1,0,1,2,69,4891,0
2382,0,0,0,0,22,0,2,1,1,1,0,1,0,0,1,0,3,538,164,0
2383,1,0,1,1,14,0,2,1,0,0,0,0,0,0,0,1,0,417,4677,0
2384,1,1,1,0,43,1,1,2,0,0,1,0,0,1,0,1,3,1418,3712,0
2385,0,0,0,1,23,0,2,1,0,1,0,0,0,0,0,0,1,442,6321,0
2386,0,0,1,1,38,1,0,1,0,1,0,0,0,0,0,0,1,684,1782,0
2387,1,0,0,0,45,1,1,2,0,1,1,0,1,1,0,0,0,100,4570,0
2389,1,0,1,1,69,1,1,1,1,0,1,1,1,1,1,0,0,1308,5095,0
2390,0,0,1,1,71,1,0,0,2,2,2,2,2,2,1,0,0,329,1055,0
2391,1,0,0,0,71,1,1,1,0,0,0,0,1,0,0,1,0,833,3703,0
2392,1,0,0,0,13,1,1,2,0,0,1,0,1,0,0,1,3,1411,1312,0
2393,0,0,1,1,27,1,1,2,1,0,1,0,1,1,1,1,1,68,3000,1
2394,1,0,0,0,69,1,1,2,0,1,0,0,0,0,1,1,3,1185,4606,0
2395,0,1,1,0,25,1,1,2,0,0,1,0,1,0,1,1,0,1411,2448,0
2396,0,1,1,0,32,1,1,2,1,1,0,0,0,1,1,0,3,1492,3110,0
2400,0,0,0,1,72,1,0,2,1,0,1,1,0,1,0,0,2,1453,6269,0
2402,1,0,0,1,56,1,0,0,2,2,2,2,2,2,0,0,1,327,211,0
2403,0,0,1,0,69,1,0,1,1,1,1,1,1,1,1,1,2,1295,4943,0
2404,0,0,1,1,37,1,1,2,1,1,0,0,1,0,1,1,3,1481,3359,0
2405,0,0,1,1,71,1,0,2,0,0,1,0,1,1,0,1,0,1476,5898,1
2406,0,0,0,0,45,1,0,2,0,1,0,0,1,1,0,1,0,1517,4310,1
2408,0,0,1,1,40,1,0,0,2,2,2,2,2,2,2,0,1,350,6308,0
2409,1,0,1,1,21,0,2,1,0,1,1,1,1,1,1,1,3,847,1176,0
2410,0,0,1,0,38,1,1,2,0,1,0,0,0,0,0,0,0,1213,2940,0
2411,1,0,0,1,57,1,1,1,1,0,1,1,1,1,2,1,0,1298,4216,0
2412,0,0,1,0,37,0,2,1,0,1,0,1,0,0,1,0,1,473,827,1
2413,1,0,1,1,67,0,2,1,1,0,1,1,0,1,2,0,3,673,2651,0
2414,0,0,1,0,18,1,0,0,2,2,2,2,2,2,1,1,2,337,4289,0
2415,0,1,1,1,35,1,1,2,0,0,0,0,1,1,0,1,3,1483,3144,1
2416,1,0,0,0,20,1,1,2,0,0,1,0,1,1,1,1,2,10,2326,0
2418,0,1,0,0,20,1,1,2,0,1,1,0,0,0,0,1,2,1328,2047,0
2420,1,0,1,1,34,0,2,1,1,0,0,0,1,0,0,0,3,524,1004,0
2421,1,0,0,0,65,0,2,1,0,0,1,0,0,1,0,1,2,544,2422,0
2424,0,0,0,0,53,1,1,2,1,1,1,0,1,1,2,1,2,232,5193,1
2425,1,0,0,0,19,1,0,0,2,2,2,2,2,2,0,1,0,339,4306,0
2428,1,0,0,1,32,1,1,2,0,0,1,0,1,1,0,1,2,1570,3241,1
2429,1,1,1,0,55,1,0,2,1,1,1,0,0,0,1,1,3,1259,4153,0
2430,1,0,0,0,24,1,0,1,1,0,1,0,0,0,2,1,1,776,1136,0
2432,0,1,1,0,46,1,1,0,2,2,2,2,2,2,1,0,0,400,562,0
2433,1,0,0,0,72,0,2,1,1,0,1,1,0,1,1,0,1,696,3928,0
2434,0,0,1,1,23,1,0,0,2,2,2,2,2,2,0,0,1,326,4913,0
2436,0,1,0,0,25,1,0,2,1,0,0,0,0,0,0,1,3,1082,1724,0
2437,0,0,0,0,67,1,0,1,1,1,1,0,0,0,0,0,0,875,3722,0
2438,0,0,0,0,71,1,1,2,1,0,0,1,1,1,0,1,2,62,6198,1
2440,1,0,1,1,26,1,0,0,2,2,2,2,2,2,0,1,3,322,5341,0
2442,1,1,0,0,67,1,1,2,0,0,0,0,1,0,0,1,0,1295,4536,1
2443,0,0,1,1,70,1,1,2,1,1,1,0,1,1,2,0,3,179,5956,0
2444,0,1,0,0,25,1,1,2,0,1,0,0,1,1,0,1,0,1584,2769,1
2445,0,0,1,1,20,1,0,2,1,0,0,0,0,0,0,0,1,1099,1577,0
2447,1,0,0,0,67,1,0,2,0,0,1,0,0,0,0,1,0,1109,4149,0
2450,0,0,1,1,70,1,1,2,1,0,1,1,1,1,2,1,2,196,6043,0
2451,1,0,1,1,21,1,1,2,1,1,0,0,1,1,1,0,0,116,2461,1
2453,0,1,0,0,34,1,1,2,0,0,0,0,0,0,0,1,0,1100,2542,0
2454,0,0,0,0,69,1,1,0,2,2,2,2,2,2,2,0,0,387,1225,0
2455,0,0,0,0,45,1,0,2,0,1,0,1,0,1,0,1,0,1384,3914,1
2456,1,0,1,1,42,1,1,0,2,2,2,2,2,2,2,0,1,387,302,0
2457,1,1,1,0,53,1,0,2,0,1,1,0,1,0,1,1,0,1410,4352,0
2458,1,1,1,0,46,1,1,2,1,0,1,0,1,1,2,1,3,95,4337,0
2459,1,0,0,0,71,1,0,0,2,2,2,2,2,2,0,1,3,342,1085,0
2460,0,0,1,1,43,1,0,0,2,2,2,2,2,2,2,0,1,324,6287,0
2461,0,0,0,0,68,1,0,0,2,2,2,2,2,2,1,0,2,327,623,0
2463,1,0,1,0,71,1,1,2,0,0,0,0,0,1,0,1,2,1312,5259,0
2466,1,0,1,1,57,1,0,0,2,2,2,2,2,2,2,0,1,344,375,0
2467,1,0,1,1,44,1,1,2,0,0,0,1,1,1,1,1,0,1545,4169,0
2468,1,0,1,0,34,0,2,1,0,1,0,0,1,1,0,1,0,651,1635,1
2469,0,0,0,0,22,1,0,0,2,2,2,2,2,2,1,0,1,333,4906,0
2470,0,0,1,0,64,1,1,0,2,2,2,2,2,2,2,1,3,401,1242,0
2471,0,0,1,0,49,1,1,2,0,1,0,0,1,1,0,1,3,1554,4327,1
2472,1,0,1,0,64,1,1,1,1,1,1,1,0,0,2,0,3,1037,3959,0
2473,0,0,1,1,56,1,0,0,2,2,2,2,2,2,0,0,1,330,352,0
2474,0,0,0,0,42,1,1,2,0,1,1,0,1,1,0,1,0,121,4089,0
2475,0,0,0,0,49,1,0,2,1,1,1,1,0,1,2,0,1,1575,4505,0
2476,1,0,1,0,66,1,0,1,1,1,1,1,1,1,2,1,1,1293,4826,0
2477,1,0,0,0,23,1,0,2,1,0,0,0,0,1,0,1,1,1320,2091,0
2478,1,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,600,1828,0
2479,1,0,1,1,52,1,1,1,1,1,0,1,0,1,2,1,3,1128,3630,0
2480,1,1,1,0,55,1,1,2,0,0,0,0,1,1,0,1,2,1469,4618,1
2481,1,1,1,0,58,1,1,0,2,2,2,2,2,2,2,0,2,396,910,0
2483,1,1,1,1,41,1,1,2,1,1,1,0,1,0,0,1,0,14,3870,1
2486,0,0,1,1,21,1,1,2,0,0,0,1,0,1,1,1,0,1406,2163,0
2487,1,0,0,0,17,1,0,1,1,1,0,1,0,0,0,0,2,856,814,0
2488,1,0,0,0,25,1,0,1,0,0,1,1,0,0,0,1,0,768,1220,1
2489,0,0,1,1,65,1,1,1,1,1,1,1,0,1,1,1,0,1173,4459,0
2490,1,0,0,1,33,1,1,2,0,0,0,1,1,1,2,0,1,11,3336,0
2491,0,0,1,0,37,1,0,0,2,2,2,2,2,2,0,0,3,340,6266,0
2493,0,0,1,0,56,1,1,2,0,1,0,0,0,1,0,1,0,1412,4309,0
2494,1,0,0,0,29,1,1,2,0,0,0,0,0,0,0,0,3,1118,2284,1
2495,0,0,1,0,32,1,0,0,2,2,2,2,2,2,1,1,3,338,6080,0
2497,0,0,1,0,34,1,0,0,2,2,2,2,2,2,0,0,1,325,6392,0
2498,1,0,1,0,20,1,0,1,0,1,0,1,0,0,0,1,0,739,707,0
2499,1,0,0,1,36,1,0,1,1,1,1,0,1,0,1,0,1,1023,2497,0
2500,1,0,1,1,46,1,0,1,1,0,0,1,1,1,1,0,0,1121,3444,0
2501,1,0,1,1,70,1,0,0,2,2,2,2,2,2,2,0,0,340,642,0
2502,0,0,0,0,68,1,1,0,2,2,2,2,2,2,1,0,3,417,1420,0
2503,1,0,1,1,39,1,0,0,2,2,2,2,2,2,1,0,2,345,6379,0
2505,0,0,1,1,28,1,0,0,2,2,2,2,2,2,1,1,2,335,5389,0
2506,0,1,1,0,70,1,1,0,2,2,2,2,2,2,2,0,2,382,1305,0
2507,1,0,1,0,69,1,1,0,2,2,2,2,2,2,2,1,0,386,1370,0
2508,0,0,0,0,61,1,1,2,0,1,1,1,1,1,2,1,3,197,5551,0
2509,0,0,1,0,70,1,1,0,2,2,2,2,2,2,2,1,2,401,1401,0
2511,1,1,1,0,22,1,0,2,1,0,1,0,0,1,1,0,2,1399,2306,0
2512,0,0,1,0,16,1,0,1,1,0,1,1,0,1,1,1,2,994,1185,0
2513,1,0,1,1,48,1,0,0,2,2,2,2,2,2,2,0,1,317,104,0
2514,0,1,0,0,18,1,1,2,0,1,0,0,0,1,0,1,0,1391,1803,1
2515,0,0,0,0,61,1,1,2,1,1,1,1,1,1,2,1,2,266,5687,0
2518,1,0,0,0,17,1,1,2,0,1,0,0,1,1,0,1,2,1578,2050,0
2520,0,0,1,1,28,1,0,1,1,1,1,1,1,1,2,0,1,1294,2452,0
2521,1,1,1,0,30,1,1,2,0,0,0,0,0,1,0,1,3,1304,2725,1
2522,1,0,1,1,49,1,1,1,0,0,1,1,1,1,1,1,1,1179,3369,0
2523,0,0,1,1,42,1,0,0,2,2,2,2,2,2,2,0,3,338,6272,0
2524,1,0,0,1,70,1,0,0,2,2,2,2,2,2,2,0,3,331,954,0
2525,1,0,1,1,70,1,1,2,1,1,0,1,0,1,2,1,3,1541,5494,0
2527,0,0,0,0,72,1,1,2,0,0,0,0,0,1,0,1,0,1265,6033,1
2528,0,0,0,0,71,1,0,2,0,0,0,0,1,0,0,1,2,1206,5370,1
2529,1,1,0,0,40,1,0,1,1,0,1,0,0,1,1,0,3,894,2420,1
2530,0,0,0,0,67,1,0,2,0,0,1,1,1,1,0,1,0,8,5602,0
2531,0,0,1,0,69,1,1,0,2,2,2,2,2,2,2,1,3,385,1175,0
2532,0,1,0,0,36,1,0,2,0,0,1,1,1,1,1,1,2,22,3431,0
2533,1,0,1,1,64,0,2,1,1,0,0,0,1,1,2,0,3,698,2853,0
2534,1,0,1,0,66,1,1,2,1,1,1,1,0,1,1,1,3,137,5675,0
2535,0,1,1,0,68,1,1,1,1,1,1,1,1,1,2,1,2,1440,5199,0
2536,1,0,0,0,18,1,1,0,2,2,2,2,2,2,1,0,2,402,5352,1
2537,1,0,0,0,70,1,1,2,1,1,1,1,1,1,2,0,2,241,6085,0
2538,1,0,1,1,28,0,2,1,0,0,0,1,1,0,2,1,0,556,590,0
2539,0,0,1,1,62,1,1,0,2,2,2,2,2,2,2,0,3,416,1141,0
2540,0,0,0,0,68,1,1,2,1,1,1,1,1,1,2,1,3,222,5906,0
2541,0,0,1,1,70,0,2,1,1,0,1,0,1,1,2,1,3,739,3376,0
2542,1,0,0,1,29,1,0,1,0,0,0,1,1,1,1,1,1,1059,2140,0
2545,0,0,1,1,59,1,0,1,1,0,1,1,1,0,1,1,2,1034,3632,0
2546,0,0,0,0,18,1,0,1,1,0,0,1,1,1,0,1,3,1134,1601,0
2547,0,0,0,0,48,0,2,1,1,1,0,1,0,0,2,0,1,531,1589,0
2548,1,1,0,0,71,1,0,2,0,0,0,0,0,0,0,1,3,1018,4655,0
2550,0,0,1,1,52,1,0,0,2,2,2,2,2,2,2,0,1,334,179,0
2552,0,0,1,0,42,1,1,0,2,2,2,2,2,2,1,0,0,427,458,0
2555,0,0,0,0,71,1,0,1,1,0,0,0,1,0,0,1,0,847,4113,0
2556,1,0,1,0,40,1,1,2,1,0,1,0,0,0,0,1,1,1290,3202,0
2557,1,0,0,0,23,1,0,1,0,0,0,0,0,0,0,0,1,618,750,0
2558,0,0,0,0,32,1,0,0,2,2,2,2,2,2,1,0,1,334,5361,0
2559,1,0,1,0,70,1,1,2,1,1,1,1,1,1,2,1,0,270,6187,0
2560,1,0,0,0,41,1,1,2,1,1,0,0,0,1,0,1,0,1466,3551,1
2561,0,0,1,1,69,1,1,2,1,1,1,0,1,0,2,1,3,1565,5550,0
2562,1,0,1,1,63,0,2,1,0,0,0,1,1,1,2,0,2,691,2919,0
2563,1,1,0,0,18,1,1,2,0,1,1,0,1,1,0,0,1,113,2303,1
2566,0,0,1,1,62,1,1,1,1,1,1,1,1,1,2,0,2,1428,4886,0
2567,1,0,1,0,57,1,1,2,0,1,1,0,1,0,0,1,0,1507,4741,1
2569,0,0,1,0,70,1,1,0,2,2,2,2,2,2,2,0,3,393,1445,0
2570,1,0,1,0,24,1,1,2,0,0,0,0,1,1,0,1,3,1473,2472,1
2571,0,0,1,1,37,1,0,2,0,0,1,1,1,1,2,1,0,8,3664,0
2572,0,0,1,0,69,1,1,0,2,2,2,2,2,2,2,0,2,396,1276,0
2574,1,1,0,0,33,1,1,2,0,0,0,0,1,1,0,1,2,1505,3228,1
2575,0,0,0,0,29,1,0,0,2,2,2,2,2,2,0,0,2,318,5030,0
2576,0,0,1,1,49,1,0,2,0,1,1,1,1,1,0,1,2,155,4870,0
2578,0,1,1,1,25,1,0,2,0,0,1,1,1,1,0,1,0,1564,2517,1
2579,1,0,0,0,43,1,0,0,2,2,2,2,2,2,2,0,3,336,6504,0
2580,0,1,0,1,24,1,1,2,0,0,0,1,1,1,0,1,0,25,2570,0
2583,0,1,0,0,53,1,0,1,1,0,1,1,1,0,2,0,2,1016,3419,0
2584,0,0,1,0,54,1,0,1,1,1,0,0,1,0,0,1,3,937,3251,0
2585,0,0,0,0,31,1,0,0,2,2,2,2,2,2,2,0,1,329,6077,0
2586,0,0,1,1,39,1,0,0,2,2,2,2,2,2,0,0,1,325,5918,0
2587,1,0,0,1,20,1,0,0,2,2,2,2,2,2,1,0,3,334,4586,0
2588,0,0,0,0,71,1,0,1,0,0,0,1,0,0,0,0,0,668,3482,0
2589,1,1,0,0,23,1,1,2,0,0,0,0,0,0,0,1,0,1132,1947,1
2590,0,1,1,0,18,1,0,2,0,1,1,0,0,1,0,0,2,1365,1810,0
2591,0,0,1,1,53,1,1,2,0,1,0,0,1,1,0,1,0,12,4648,0
2593,0,0,1,1,59,1,0,0,2,2,2,2,2,2,2,0,2,339,539,0
2594,0,0,1,0,62,1,1,2,0,1,1,1,1,1,2,1,2,145,5560,0
2595,0,0,1,0,69,1,1,1,0,0,1,1,1,1,2,1,2,1213,4683,0
2596,0,0,1,1,14,1,0,1,0,1,0,0,1,0,1,1,3,825,392,0
2597,1,0,1,0,69,1,1,2,1,1,1,0,1,1,1,1,0,180,5938,0
2598,0,0,0,0,67,1,0,2,0,0,1,0,0,0,0,1,0,1114,4396,0
2599,0,0,0,0,70,1,0,1,1,1,1,1,0,1,2,1,3,1072,4406,0
2601,0,0,1,1,70,1,1,2,0,1,1,1,0,1,2,1,2,1559,5589,0
2602,0,0,1,1,61,1,1,2,0,1,1,1,1,1,1,1,0,214,5650,0
2603,0,0,0,0,70,1,1,2,1,1,1,1,1,1,2,1,0,262,6205,0
2604,0,0,0,0,22,1,1,2,0,0,1,0,1,1,0,0,2,11,2485,0
2606,0,0,0,0,25,1,1,2,1,1,0,0,1,1,0,0,0,81,2786,0
2608,1,0,1,1,67,0,2,1,1,0,0,1,0,0,0,1,0,485,2415,1
2609,1,0,1,0,58,1,1,2,0,1,1,0,1,1,0,1,0,105,5077,1
2610,0,0,0,1,33,0,2,1,0,0,1,0,0,0,0,0,3,450,257,1
2614,0,0,1,1,64,1,1,2,1,0,0,1,0,1,1,1,3,1479,5123,1
2615,0,0,0,0,70,1,1,1,1,1,1,1,1,1,2,1,2,1424,5314,0
2616,1,0,1,1,56,1,0,1,0,0,0,0,0,0,0,1,2,601,2250,1
2618,1,0,1,1,18,1,0,0,2,2,2,2,2,2,1,0,0,331,4276,0
2619,0,1,0,0,27,1,1,2,0,1,1,1,1,1,0,1,0,196,3160,1
2621,1,0,1,0,69,1,0,1,0,1,1,1,1,1,2,1,3,1186,4612,0
2622,1,1,1,1,21,1,1,1,0,0,0,0,0,0,1,1,0,700,691,0
2625,1,0,0,0,52,1,1,2,1,1,0,0,0,0,0,1,0,1327,4177,0
2626,0,0,1,0,57,0,2,1,1,1,1,0,0,1,1,0,0,681,2518,0
2627,0,0,0,0,27,1,1,0,2,2,2,2,2,2,2,0,3,410,6117,0
2630,1,0,1,0,60,1,1,2,1,0,0,1,0,0,2,1,3,1292,4478,0
2631,1,1,1,0,67,1,1,2,0,0,1,0,1,1,0,1,0,1570,5289,1
2632,0,0,0,0,51,1,0,1,0,1,1,0,0,1,2,1,1,927,3126,0
